r,m,nu,rho,P
8.4750e-01,2.0960e-03,-4.3038e-01,8.1994e-04,6.7844e-05
8.5125e-01,2.1238e-03,-4.3035e-01,8.1989e-04,6.7831e-05
8.5500e-01,2.1520e-03,-4.3033e-01,8.1985e-04,6.7819e-05
8.5875e-01,2.1803e-03,-4.3030e-01,8.1980e-04,6.7807e-05
8.6250e-01,2.2089e-03,-4.3027e-01,8.1975e-04,6.7795e-05
8.6625e-01,2.2378e-03,-4.3024e-01,8.1971e-04,6.7782e-05
8.7000e-01,2.2669e-03,-4.3021e-01,8.1966e-04,6.7770e-05
8.7375e-01,2.2963e-03,-4.3019e-01,8.1961e-04,6.7757e-05
8.7750e-01,2.3259e-03,-4.3016e-01,8.1957e-04,6.7745e-05
8.8125e-01,2.3557e-03,-4.3013e-01,8.1952e-04,6.7732e-05
8.8500e-01,2.3859e-03,-4.3010e-01,8.1947e-04,6.7719e-05
8.8875e-01,2.4162e-03,-4.3007e-01,8.1942e-04,6.7707e-05
8.9250e-01,2.4469e-03,-4.3004e-01,8.1937e-04,6.7694e-05
8.9625e-01,2.4778e-03,-4.3001e-01,8.1933e-04,6.7681e-05
9.0000e-01,2.5089e-03,-4.2998e-01,8.1928e-04,6.7668e-05
9.0375e-01,2.5403e-03,-4.2996e-01,8.1923e-04,6.7655e-05
9.0750e-01,2.5720e-03,-4.2993e-01,8.1918e-04,6.7642e-05
9.1125e-01,2.6039e-03,-4.2990e-01,8.1913e-04,6.7629e-05
9.1500e-01,2.6361e-03,-4.2987e-01,8.1908e-04,6.7616e-05
9.1875e-01,2.6685e-03,-4.2984e-01,8.1903e-04,6.7603e-05
9.2250e-01,2.7012e-03,-4.2981e-01,8.1898e-04,6.7590e-05
9.2625e-01,2.7342e-03,-4.2978e-01,8.1893e-04,6.7576e-05
9.3000e-01,2.7674e-03,-4.2975e-01,8.1888e-04,6.7563e-05
9.3375e-01,2.8009e-03,-4.2972e-01,8.1883e-04,6.7550e-05
9.3750e-01,2.8347e-03,-4.2969e-01,8.1878e-04,6.7536e-05
9.4125e-01,2.8688e-03,-4.2966e-01,8.1873e-04,6.7523e-05
9.4500e-01,2.9031e-03,-4.2963e-01,8.1868e-04,6.7509e-05
9.4875e-01,2.9377e-03,-4.2960e-01,8.1863e-04,6.7496e-05
9.5250e-01,2.9725e-03,-4.2956e-01,8.1858e-04,6.7482e-05
9.5625e-01,3.0077e-03,-4.2953e-01,8.1852e-04,6.7468e-05
9.6000e-01,3.0431e-03,-4.2950e-01,8.1847e-04,6.7455e-05
9.6375e-01,3.0788e-03,-4.2947e-01,8.1842e-04,6.7441e-05
9.6750e-01,3.1147e-03,-4.2944e-01,8.1837e-04,6.7427e-05
9.7125e-01,3.1510e-03,-4.2941e-01,8.1832e-04,6.7413e-05
9.7500e-01,3.1875e-03,-4.2938e-01,8.1826e-04,6.7399e-05
9.7875e-01,3.2243e-03,-4.2935e-01,8.1821e-04,6.7385e-05
9.8250e-01,3.2614e-03,-4.2931e-01,8.1816e-04,6.7371e-05
9.8625e-01,3.2987e-03,-4.2928e-01,8.1810e-04,6.7357e-05
9.9000e-01,3.3364e-03,-4.2925e-01,8.1805e-04,6.7343e-05
9.9375e-01,3.3743e-03,-4.2922e-01,8.1800e-04,6.7329e-05
9.9750e-01,3.4125e-03,-4.2919e-01,8.1794e-04,6.7314e-05
1.0013e+00,3.4510e-03,-4.2915e-01,8.1789e-04,6.7300e-05
1.0050e+00,3.4898e-03,-4.2912e-01,8.1784e-04,6.7286e-05
1.0088e+00,3.5288e-03,-4.2909e-01,8.1778e-04,6.7271e-05
1.0125e+00,3.5682e-03,-4.2906e-01,8.1773e-04,6.7257e-05
1.0163e+00,3.6078e-03,-4.2902e-01,8.1767e-04,6.7242e-05
1.0200e+00,3.6478e-03,-4.2899e-01,8.1762e-04,6.7228e-05
1.0238e+00,3.6880e-03,-4.2896e-01,8.1756e-04,6.7213e-05
1.0275e+00,3.7285e-03,-4.2892e-01,8.1751e-04,6.7198e-05
1.0313e+00,3.7694e-03,-4.2889e-01,8.1745e-04,6.7184e-05
1.0350e+00,3.8105e-03,-4.2886e-01,8.1739e-04,6.7169e-05
1.0388e+00,3.8519e-03,-4.2882e-01,8.1734e-04,6.7154e-05
1.0425e+00,3.8936e-03,-4.2879e-01,8.1728e-04,6.7139e-05
1.0463e+00,3.9356e-03,-4.2876e-01,8.1723e-04,6.7124e-05
1.0500e+00,3.9779e-03,-4.2872e-01,8.1717e-04,6.7109e-05
1.0538e+00,4.0205e-03,-4.2869e-01,8.1711e-04,6.7094e-05
