r,m,nu,rho,P
7.9125e-01,3.0961e-03,-8.9954e-01,1.4859e-03,2.6841e-04
7.9500e-01,3.1401e-03,-8.9948e-01,1.4858e-03,2.6836e-04
7.9875e-01,3.1846e-03,-8.9942e-01,1.4856e-03,2.6831e-04
8.0250e-01,3.2294e-03,-8.9936e-01,1.4855e-03,2.6826e-04
8.0625e-01,3.2747e-03,-8.9931e-01,1.4853e-03,2.6821e-04
8.1000e-01,3.3204e-03,-8.9925e-01,1.4852e-03,2.6815e-04
8.1375e-01,3.3666e-03,-8.9919e-01,1.4850e-03,2.6810e-04
8.1750e-01,3.4131e-03,-8.9913e-01,1.4849e-03,2.6805e-04
8.2125e-01,3.4601e-03,-8.9907e-01,1.4847e-03,2.6800e-04
8.2500e-01,3.5075e-03,-8.9901e-01,1.4846e-03,2.6795e-04
8.2875e-01,3.5553e-03,-8.9895e-01,1.4844e-03,2.6789e-04
8.3250e-01,3.6036e-03,-8.9889e-01,1.4843e-03,2.6784e-04
8.3625e-01,3.6523e-03,-8.9883e-01,1.4841e-03,2.6779e-04
8.4000e-01,3.7014e-03,-8.9877e-01,1.4840e-03,2.6773e-04
8.4375e-01,3.7510e-03,-8.9871e-01,1.4838e-03,2.6768e-04
8.4750e-01,3.8010e-03,-8.9864e-01,1.4837e-03,2.6763e-04
8.5125e-01,3.8514e-03,-8.9858e-01,1.4835e-03,2.6757e-04
8.5500e-01,3.9023e-03,-8.9852e-01,1.4834e-03,2.6752e-04
8.5875e-01,3.9536e-03,-8.9846e-01,1.4832e-03,2.6746e-04
8.6250e-01,4.0054e-03,-8.9840e-01,1.4831e-03,2.6741e-04
8.6625e-01,4.0576e-03,-8.9833e-01,1.4829e-03,2.6735e-04
8.7000e-01,4.1103e-03,-8.9827e-01,1.4827e-03,2.6730e-04
8.7375e-01,4.1634e-03,-8.9821e-01,1.4826e-03,2.6724e-04
8.7750e-01,4.2169e-03,-8.9814e-01,1.4824e-03,2.6719e-04
8.8125e-01,4.2710e-03,-8.9808e-01,1.4823e-03,2.6713e-04
8.8500e-01,4.3254e-03,-8.9802e-01,1.4821e-03,2.6708e-04
8.8875e-01,4.3804e-03,-8.9795e-01,1.4819e-03,2.6702e-04
8.9250e-01,4.4357e-03,-8.9789e-01,1.4818e-03,2.6696e-04
8.9625e-01,4.4916e-03,-8.9782e-01,1.4816e-03,2.6691e-04
9.0000e-01,4.5479e-03,-8.9776e-01,1.4815e-03,2.6685e-04
9.0375e-01,4.6047e-03,-8.9769e-01,1.4813e-03,2.6679e-04
9.0750e-01,4.6619e-03,-8.9762e-01,1.4811e-03,2.6673e-04
9.1125e-01,4.7197e-03,-8.9756e-01,1.4810e-03,2.6668e-04
9.1500e-01,4.7778e-03,-8.9749e-01,1.4808e-03,2.6662e-04
9.1875e-01,4.8365e-03,-8.9743e-01,1.4806e-03,2.6656e-04
9.2250e-01,4.8956e-03,-8.9736e-01,1.4805e-03,2.6650e-04
9.2625e-01,4.9552e-03,-8.9729e-01,1.4803e-03,2.6644e-04
9.3000e-01,5.0153e-03,-8.9722e-01,1.4801e-03,2.6638e-04
9.3375e-01,5.0759e-03,-8.9716e-01,1.4799e-03,2.6632e-04
9.3750e-01,5.1369e-03,-8.9709e-01,1.4798e-03,2.6627e-04
9.4125e-01,5.1985e-03,-8.9702e-01,1.4796e-03,2.6621e-04
9.4500e-01,5.2605e-03,-8.9695e-01,1.4794e-03,2.6615e-04
9.4875e-01,5.3230e-03,-8.9688e-01,1.4793e-03,2.6609e-04
9.5250e-01,5.3860e-03,-8.9681e-01,1.4791e-03,2.6603e-04
9.5625e-01,5.4495e-03,-8.9674e-01,1.4789e-03,2.6596e-04
9.6000e-01,5.5134e-03,-8.9667e-01,1.4787e-03,2.6590e-04
9.6375e-01,5.5779e-03,-8.9660e-01,1.4786e-03,2.6584e-04
9.6750e-01,5.6429e-03,-8.9653e-01,1.4784e-03,2.6578e-04
9.7125e-01,5.7083e-03,-8.9646e-01,1.4782e-03,2.6572e-04
9.7500e-01,5.7743e-03,-8.9639e-01,1.4780e-03,2.6566e-04
9.7875e-01,5.8408e-03,-8.9632e-01,1.4779e-03,2.6560e-04
9.8250e-01,5.9077e-03,-8.9625e-01,1.4777e-03,2.6554e-04
9.8625e-01,5.9752e-03,-8.9618e-01,1.4775e-03,2.6547e-04
9.9000e-01,6.0432e-03,-8.9611e-01,1.4773e-03,2.6541e-04
9.9375e-01,6.1117e-03,-8.9604e-01,1.4771e-03,2.6535e-04
9.9750e-01,6.1807e-03,-8.9596e-01,1.4770e-03,2.6528e-04
1.0013e+00,6.2502e-03,-8.9589e-01,1.4768e-03,2.6522e-04
1.0050e+00,6.3202e-03,-8.9582e-01,1.4766e-03,2.6516e-04
1.0088e+00,6.3907e-03,-8.9575e-01,1.4764e-03,2.6509e-04
1.0125e+00,6.4618e-03,-8.9567e-01,1.4762e-03,2.6503e-04
1.0163e+00,6.5334e-03,-8.9560e-01,1.4760e-03,2.6497e-04
1.0200e+00,6.6055e-03,-8.9552e-01,1.4759e-03,2.6490e-04
1.0238e+00,6.6781e-03,-8.9545e-01,1.4757e-03,2.6484e-04
1.0275e+00,6.7512e-03,-8.9538e-01,1.4755e-03,2.6477e-04
1.0313e+00,6.8249e-03,-8.9530e-01,1.4753e-03,2.6471e-04
1.0350e+00,6.8991e-03,-8.9523e-01,1.4751e-03,2.6464e-04
1.0388e+00,6.9738e-03,-8.9515e-01,1.4749e-03,2.6458e-04
1.0425e+00,7.0491e-03,-8.9508e-01,1.4747e-03,2.6451e-04
1.0463e+00,7.1249e-03,-8.9500e-01,1.4745e-03,2.6445e-04
1.0500e+00,7.2012e-03,-8.9492e-01,1.4744e-03,2.6438e-04
1.0538e+00,7.2781e-03,-8.9485e-01,1.4742e-03,2.6431e-04
1.0575e+00,7.3555e-03,-8.9477e-01,1.4740e-03,2.6425e-04
1.0613e+00,7.4334e-03,-8.9469e-01,1.4738e-03,2.6418e-04
1.0650e+00,7.5119e-03,-8.9462e-01,1.4736e-03,2.6411e-04
1.0688e+00,7.5910e-03,-8.9454e-01,1.4734e-03,2.6405e-04
1.0725e+00,7.6705e-03,-8.9446e-01,1.4732e-03,2.6398e-04
1.0763e+00,7.7507e-03,-8.9438e-01,1.4730e-03,2.6391e-04
1.0800e+00,7.8313e-03,-8.9431e-01,1.4728e-03,2.6384e-04
1.0838e+00,7.9126e-03,-8.9423e-01,1.4726e-03,2.6377e-04
1.0875e+00,7.9944e-03,-8.9415e-01,1.4724e-03,2.6371e-04
1.0913e+00,8.0767e-03,-8.9407e-01,1.4722e-03,2.6364e-04
1.0950e+00,8.1596e-03,-8.9399e-01,1.4720e-03,2.6357e-04
1.0988e+00,8.2430e-03,-8.9391e-01,1.4718e-03,2.6350e-04
1.1025e+00,8.3270e-03,-8.9383e-01,1.4716e-03,2.6343e-04
1.1063e+00,8.4116e-03,-8.9375e-01,1.4714e-03,2.6336e-04
1.1100e+00,8.4968e-03,-8.9367e-01,1.4712e-03,2.6329e-04
1.1138e+00,8.5825e-03,-8.9359e-01,1.4710e-03,2.6322e-04
1.1175e+00,8.6687e-03,-8.9351e-01,1.4708e-03,2.6315e-04
1.1213e+00,8.7556e-03,-8.9343e-01,1.4706e-03,2.6308e-04
1.1250e+00,8.8430e-03,-8.9335e-01,1.4704e-03,2.6301e-04
1.1287e+00,8.9310e-03,-8.9326e-01,1.4702e-03,2.6294e-04
1.1325e+00,9.0195e-03,-8.9318e-01,1.4700e-03,2.6287e-04
1.1362e+00,9.1087e-03,-8.9310e-01,1.4698e-03,2.6280e-04
1.1400e+00,9.1984e-03,-8.9302e-01,1.4696e-03,2.6273e-04
1.1437e+00,9.2887e-03,-8.9293e-01,1.4694e-03,2.6265e-04
1.1475e+00,9.3795e-03,-8.9285e-01,1.4692e-03,2.6258e-04
1.1512e+00,9.4710e-03,-8.9277e-01,1.4690e-03,2.6251e-04
1.1550e+00,9.5630e-03,-8.9268e-01,1.4688e-03,2.6244e-04
1.1587e+00,9.6557e-03,-8.9260e-01,1.4685e-03,2.6236e-04
1.1625e+00,9.7489e-03,-8.9252e-01,1.4683e-03,2.6229e-04
1.1662e+00,9.8427e-03,-8.9243e-01,1.4681e-03,2.6222e-04
1.1700e+00,9.9371e-03,-8.9235e-01,1.4679e-03,2.6215e-04
1.1737e+00,1.0032e-02,-8.9226e-01,1.4677e-03,2.6207e-04
1.1775e+00,1.0128e-02,-8.9218e-01,1.4675e-03,2.6200e-04
1.1812e+00,1.0224e-02,-8.9209e-01,1.4673e-03,2.6192e-04
1.1850e+00,1.0321e-02,-8.9201e-01,1.4671e-03,2.6185e-04
1.1887e+00,1.0418e-02,-8.9192e-01,1.4668e-03,2.6178e-04
1.1925e+00,1.0516e-02,-8.9183e-01,1.4666e-03,2.6170e-04
1.1962e+00,1.0615e-02,-8.9175e-01,1.4664e-03,2.6163e-04
1.2000e+00,1.0714e-02,-8.9166e-01,1.4662e-03,2.6155e-04
1.2037e+00,1.0814e-02,-8.9157e-01,1.4660e-03,2.6148e-04
1.2075e+00,1.0914e-02,-8.9149e-01,1.4658e-03,2.6140e-04
1.2112e+00,1.1015e-02,-8.9140e-01,1.4655e-03,2.6133e-04
1.2150e+00,1.1117e-02,-8.9131e-01,1.4653e-03,2.6125e-04
1.2187e+00,1.1219e-02,-8.9122e-01,1.4651e-03,2.6117e-04
1.2225e+00,1.1322e-02,-8.9113e-01,1.4649e-03,2.6110e-04
