r,m,nu,rho,P
3.9000e-01,3.2438e-04,-6.8996e-01,1.3045e-03,1.8089e-04
3.9375e-01,3.3382e-04,-6.8993e-01,1.3045e-03,1.8087e-04
3.9750e-01,3.4344e-04,-6.8991e-01,1.3045e-03,1.8085e-04
4.0125e-01,3.5325e-04,-6.8989e-01,1.3044e-03,1.8083e-04
4.0500e-01,3.6324e-04,-6.8986e-01,1.3044e-03,1.8082e-04
4.0875e-01,3.7341e-04,-6.8984e-01,1.3043e-03,1.8080e-04
4.1250e-01,3.8378e-04,-6.8982e-01,1.3043e-03,1.8078e-04
4.1625e-01,3.9433e-04,-6.8979e-01,1.3042e-03,1.8076e-04
4.2000e-01,4.0507e-04,-6.8977e-01,1.3042e-03,1.8075e-04
4.2375e-01,4.1601e-04,-6.8974e-01,1.3041e-03,1.8073e-04
4.2750e-01,4.2714e-04,-6.8972e-01,1.3041e-03,1.8071e-04
4.3125e-01,4.3847e-04,-6.8969e-01,1.3040e-03,1.8069e-04
4.3500e-01,4.5000e-04,-6.8967e-01,1.3040e-03,1.8067e-04
4.3875e-01,4.6173e-04,-6.8964e-01,1.3039e-03,1.8065e-04
4.4250e-01,4.7366e-04,-6.8962e-01,1.3039e-03,1.8063e-04
4.4625e-01,4.8579e-04,-6.8959e-01,1.3038e-03,1.8061e-04
4.5000e-01,4.9813e-04,-6.8956e-01,1.3038e-03,1.8060e-04
4.5375e-01,5.1068e-04,-6.8954e-01,1.3037e-03,1.8058e-04
4.5750e-01,5.2343e-04,-6.8951e-01,1.3037e-03,1.8056e-04
4.6125e-01,5.3639e-04,-6.8949e-01,1.3036e-03,1.8054e-04
4.6500e-01,5.4957e-04,-6.8946e-01,1.3036e-03,1.8052e-04
4.6875e-01,5.6296e-04,-6.8943e-01,1.3035e-03,1.8050e-04
4.7250e-01,5.7656e-04,-6.8940e-01,1.3034e-03,1.8048e-04
4.7625e-01,5.9038e-04,-6.8938e-01,1.3034e-03,1.8046e-04
4.8000e-01,6.0443e-04,-6.8935e-01,1.3033e-03,1.8043e-04
4.8375e-01,6.1869e-04,-6.8932e-01,1.3033e-03,1.8041e-04
4.8750e-01,6.3317e-04,-6.8929e-01,1.3032e-03,1.8039e-04
4.9125e-01,6.4788e-04,-6.8926e-01,1.3032e-03,1.8037e-04
4.9500e-01,6.6281e-04,-6.8923e-01,1.3031e-03,1.8035e-04
4.9875e-01,6.7797e-04,-6.8921e-01,1.3030e-03,1.8033e-04
5.0250e-01,6.9336e-04,-6.8918e-01,1.3030e-03,1.8031e-04
5.0625e-01,7.0898e-04,-6.8915e-01,1.3029e-03,1.8029e-04
5.1000e-01,7.2483e-04,-6.8912e-01,1.3029e-03,1.8026e-04
5.1375e-01,7.4092e-04,-6.8909e-01,1.3028e-03,1.8024e-04
5.1750e-01,7.5724e-04,-6.8906e-01,1.3028e-03,1.8022e-04
5.2125e-01,7.7380e-04,-6.8903e-01,1.3027e-03,1.8020e-04
5.2500e-01,7.9060e-04,-6.8900e-01,1.3026e-03,1.8017e-04
5.2875e-01,8.0764e-04,-6.8897e-01,1.3026e-03,1.8015e-04
5.3250e-01,8.2492e-04,-6.8894e-01,1.3025e-03,1.8013e-04
5.3625e-01,8.4245e-04,-6.8891e-01,1.3024e-03,1.8011e-04
5.4000e-01,8.6022e-04,-6.8887e-01,1.3024e-03,1.8008e-04
5.4375e-01,8.7824e-04,-6.8884e-01,1.3023e-03,1.8006e-04
5.4750e-01,8.9651e-04,-6.8881e-01,1.3023e-03,1.8004e-04
5.5125e-01,9.1503e-04,-6.8878e-01,1.3022e-03,1.8001e-04
5.5500e-01,9.3381e-04,-6.8875e-01,1.3021e-03,1.7999e-04
5.5875e-01,9.5284e-04,-6.8871e-01,1.3021e-03,1.7996e-04
5.6250e-01,9.7212e-04,-6.8868e-01,1.3020e-03,1.7994e-04
5.6625e-01,9.9166e-04,-6.8865e-01,1.3019e-03,1.7992e-04
5.7000e-01,1.0115e-03,-6.8862e-01,1.3019e-03,1.7989e-04
5.7375e-01,1.0315e-03,-6.8858e-01,1.3018e-03,1.7987e-04
5.7750e-01,1.0519e-03,-6.8855e-01,1.3017e-03,1.7984e-04
5.8125e-01,1.0724e-03,-6.8852e-01,1.3017e-03,1.7982e-04
5.8500e-01,1.0933e-03,-6.8848e-01,1.3016e-03,1.7979e-04
5.8875e-01,1.1144e-03,-6.8845e-01,1.3015e-03,1.7977e-04
5.9250e-01,1.1358e-03,-6.8841e-01,1.3015e-03,1.7974e-04
5.9625e-01,1.1575e-03,-6.8838e-01,1.3014e-03,1.7972e-04
6.0000e-01,1.1794e-03,-6.8834e-01,1.3013e-03,1.7969e-04
6.0375e-01,1.2016e-03,-6.8831e-01,1.3013e-03,1.7966e-04
6.0750e-01,1.2241e-03,-6.8827e-01,1.3012e-03,1.7964e-04
6.1125e-01,1.2469e-03,-6.8824e-01,1.3011e-03,1.7961e-04
6.1500e-01,1.2699e-03,-6.8820e-01,1.3010e-03,1.7959e-04
6.1875e-01,1.2933e-03,-6.8817e-01,1.3010e-03,1.7956e-04
6.2250e-01,1.3169e-03,-6.8813e-01,1.3009e-03,1.7953e-04
6.2625e-01,1.3408e-03,-6.8809e-01,1.3008e-03,1.7951e-04
6.3000e-01,1.3650e-03,-6.8806e-01,1.3008e-03,1.7948e-04
6.3375e-01,1.3894e-03,-6.8802e-01,1.3007e-03,1.7945e-04
6.3750e-01,1.4142e-03,-6.8798e-01,1.3006e-03,1.7942e-04
6.4125e-01,1.4393e-03,-6.8795e-01,1.3005e-03,1.7940e-04
6.4500e-01,1.4646e-03,-6.8791e-01,1.3005e-03,1.7937e-04
6.4875e-01,1.4903e-03,-6.8787e-01,1.3004e-03,1.7934e-04
6.5250e-01,1.5162e-03,-6.8783e-01,1.3003e-03,1.7931e-04
6.5625e-01,1.5424e-03,-6.8780e-01,1.3002e-03,1.7929e-04
6.6000e-01,1.5690e-03,-6.8776e-01,1.3002e-03,1.7926e-04
6.6375e-01,1.5958e-03,-6.8772e-01,1.3001e-03,1.7923e-04
6.6750e-01,1.6230e-03,-6.8768e-01,1.3000e-03,1.7920e-04
6.7125e-01,1.6504e-03,-6.8764e-01,1.2999e-03,1.7917e-04
6.7500e-01,1.6782e-03,-6.8760e-01,1.2998e-03,1.7914e-04
6.7875e-01,1.7062e-03,-6.8756e-01,1.2998e-03,1.7911e-04
6.8250e-01,1.7346e-03,-6.8752e-01,1.2997e-03,1.7908e-04
6.8625e-01,1.7633e-03,-6.8748e-01,1.2996e-03,1.7905e-04
6.9000e-01,1.7923e-03,-6.8744e-01,1.2995e-03,1.7902e-04
6.9375e-01,1.8216e-03,-6.8740e-01,1.2994e-03,1.7900e-04
6.9750e-01,1.8512e-03,-6.8736e-01,1.2994e-03,1.7897e-04
7.0125e-01,1.8812e-03,-6.8732e-01,1.2993e-03,1.7894e-04
7.0500e-01,1.9114e-03,-6.8728e-01,1.2992e-03,1.7891e-04
7.0875e-01,1.9420e-03,-6.8724e-01,1.2991e-03,1.7887e-04
7.1250e-01,1.9729e-03,-6.8720e-01,1.2990e-03,1.7884e-04
7.1625e-01,2.0042e-03,-6.8716e-01,1.2990e-03,1.7881e-04
7.2000e-01,2.0357e-03,-6.8712e-01,1.2989e-03,1.7878e-04
7.2375e-01,2.0676e-03,-6.8707e-01,1.2988e-03,1.7875e-04
7.2750e-01,2.0999e-03,-6.8703e-01,1.2987e-03,1.7872e-04
7.3125e-01,2.1324e-03,-6.8699e-01,1.2986e-03,1.7869e-04
7.3500e-01,2.1653e-03,-6.8695e-01,1.2985e-03,1.7866e-04
7.3875e-01,2.1985e-03,-6.8690e-01,1.2984e-03,1.7863e-04
7.4250e-01,2.2321e-03,-6.8686e-01,1.2984e-03,1.7859e-04
7.4625e-01,2.2660e-03,-6.8682e-01,1.2983e-03,1.7856e-04
7.5000e-01,2.3002e-03,-6.8678e-01,1.2982e-03,1.7853e-04
7.5375e-01,2.3348e-03,-6.8673e-01,1.2981e-03,1.7850e-04
7.5750e-01,2.3698e-03,-6.8669e-01,1.2980e-03,1.7847e-04
7.6125e-01,2.4050e-03,-6.8664e-01,1.2979e-03,1.7843e-04
7.6500e-01,2.4406e-03,-6.8660e-01,1.2978e-03,1.7840e-04
7.6875e-01,2.4766e-03,-6.8655e-01,1.2977e-03,1.7837e-04
7.7250e-01,2.5129e-03,-6.8651e-01,1.2977e-03,1.7833e-04
7.7625e-01,2.5496e-03,-6.8646e-01,1.2976e-03,1.7830e-04
7.8000e-01,2.5866e-03,-6.8642e-01,1.2975e-03,1.7827e-04
7.8375e-01,2.6240e-03,-6.8637e-01,1.2974e-03,1.7823e-04
7.8750e-01,2.6617e-03,-6.8633e-01,1.2973e-03,1.7820e-04
7.9125e-01,2.6998e-03,-6.8628e-01,1.2972e-03,1.7817e-04
7.9500e-01,2.7383e-03,-6.8624e-01,1.2971e-03,1.7813e-04
7.9875e-01,2.7771e-03,-6.8619e-01,1.2970e-03,1.7810e-04
8.0250e-01,2.8163e-03,-6.8614e-01,1.2969e-03,1.7806e-04
8.0625e-01,2.8558e-03,-6.8610e-01,1.2968e-03,1.7803e-04
8.1000e-01,2.8957e-03,-6.8605e-01,1.2967e-03,1.7800e-04
8.1375e-01,2.9360e-03,-6.8600e-01,1.2966e-03,1.7796e-04
8.1750e-01,2.9766e-03,-6.8596e-01,1.2965e-03,1.7793e-04
8.2125e-01,3.0176e-03,-6.8591e-01,1.2964e-03,1.7789e-04
8.2500e-01,3.0590e-03,-6.8586e-01,1.2964e-03,1.7786e-04
8.2875e-01,3.1008e-03,-6.8581e-01,1.2963e-03,1.7782e-04
8.3250e-01,3.1429e-03,-6.8576e-01,1.2962e-03,1.7778e-04
8.3625e-01,3.1855e-03,-6.8572e-01,1.2961e-03,1.7775e-04
8.4000e-01,3.2284e-03,-6.8567e-01,1.2960e-03,1.7771e-04
8.4375e-01,3.2717e-03,-6.8562e-01,1.2959e-03,1.7768e-04
8.4750e-01,3.3153e-03,-6.8557e-01,1.2958e-03,1.7764e-04
8.5125e-01,3.3594e-03,-6.8552e-01,1.2957e-03,1.7760e-04
8.5500e-01,3.4038e-03,-6.8547e-01,1.2956e-03,1.7757e-04
8.5875e-01,3.4486e-03,-6.8542e-01,1.2955e-03,1.7753e-04
8.6250e-01,3.4938e-03,-6.8537e-01,1.2954e-03,1.7749e-04
8.6625e-01,3.5395e-03,-6.8532e-01,1.2953e-03,1.7746e-04
8.7000e-01,3.5855e-03,-6.8527e-01,1.2952e-03,1.7742e-04
8.7375e-01,3.6318e-03,-6.8522e-01,1.2951e-03,1.7738e-04
8.7750e-01,3.6786e-03,-6.8517e-01,1.2950e-03,1.7735e-04
8.8125e-01,3.7258e-03,-6.8512e-01,1.2949e-03,1.7731e-04
8.8500e-01,3.7734e-03,-6.8507e-01,1.2948e-03,1.7727e-04
8.8875e-01,3.8214e-03,-6.8502e-01,1.2947e-03,1.7723e-04
8.9250e-01,3.8698e-03,-6.8496e-01,1.2946e-03,1.7720e-04
8.9625e-01,3.9186e-03,-6.8491e-01,1.2945e-03,1.7716e-04
9.0000e-01,3.9678e-03,-6.8486e-01,1.2943e-03,1.7712e-04
9.0375e-01,4.0174e-03,-6.8481e-01,1.2942e-03,1.7708e-04
9.0750e-01,4.0674e-03,-6.8475e-01,1.2941e-03,1.7704e-04
9.1125e-01,4.1179e-03,-6.8470e-01,1.2940e-03,1.7700e-04
9.1500e-01,4.1687e-03,-6.8465e-01,1.2939e-03,1.7696e-04
9.1875e-01,4.2200e-03,-6.8460e-01,1.2938e-03,1.7692e-04
9.2250e-01,4.2716e-03,-6.8454e-01,1.2937e-03,1.7689e-04
9.2625e-01,4.3237e-03,-6.8449e-01,1.2936e-03,1.7685e-04
9.3000e-01,4.3762e-03,-6.8443e-01,1.2935e-03,1.7681e-04
9.3375e-01,4.4292e-03,-6.8438e-01,1.2934e-03,1.7677e-04
9.3750e-01,4.4825e-03,-6.8433e-01,1.2933e-03,1.7673e-04
9.4125e-01,4.5363e-03,-6.8427e-01,1.2932e-03,1.7669e-04
9.4500e-01,4.5905e-03,-6.8422e-01,1.2931e-03,1.7665e-04
9.4875e-01,4.6451e-03,-6.8416e-01,1.2930e-03,1.7661e-04
9.5250e-01,4.7002e-03,-6.8411e-01,1.2928e-03,1.7657e-04
9.5625e-01,4.7557e-03,-6.8405e-01,1.2927e-03,1.7652e-04
9.6000e-01,4.8116e-03,-6.8400e-01,1.2926e-03,1.7648e-04
9.6375e-01,4.8679e-03,-6.8394e-01,1.2925e-03,1.7644e-04
9.6750e-01,4.9247e-03,-6.8388e-01,1.2924e-03,1.7640e-04
9.7125e-01,4.9820e-03,-6.8383e-01,1.2923e-03,1.7636e-04
9.7500e-01,5.0396e-03,-6.8377e-01,1.2922e-03,1.7632e-04
9.7875e-01,5.0977e-03,-6.8372e-01,1.2921e-03,1.7628e-04
9.8250e-01,5.1563e-03,-6.8366e-01,1.2919e-03,1.7624e-04
9.8625e-01,5.2153e-03,-6.8360e-01,1.2918e-03,1.7619e-04
9.9000e-01,5.2747e-03,-6.8354e-01,1.2917e-03,1.7615e-04
9.9375e-01,5.3346e-03,-6.8349e-01,1.2916e-03,1.7611e-04
9.9750e-01,5.3949e-03,-6.8343e-01,1.2915e-03,1.7607e-04
1.0013e+00,5.4557e-03,-6.8337e-01,1.2914e-03,1.7602e-04
1.0050e+00,5.5169e-03,-6.8331e-01,1.2912e-03,1.7598e-04
1.0088e+00,5.5786e-03,-6.8325e-01,1.2911e-03,1.7594e-04
1.0125e+00,5.6408e-03,-6.8320e-01,1.2910e-03,1.7590e-04
1.0163e+00,5.7034e-03,-6.8314e-01,1.2909e-03,1.7585e-04
1.0200e+00,5.7664e-03,-6.8308e-01,1.2908e-03,1.7581e-04
1.0238e+00,5.8299e-03,-6.8302e-01,1.2907e-03,1.7577e-04
1.0275e+00,5.8939e-03,-6.8296e-01,1.2905e-03,1.7572e-04
1.0313e+00,5.9583e-03,-6.8290e-01,1.2904e-03,1.7568e-04
1.0350e+00,6.0232e-03,-6.8284e-01,1.2903e-03,1.7564e-04
1.0388e+00,6.0886e-03,-6.8278e-01,1.2902e-03,1.7559e-04
1.0425e+00,6.1544e-03,-6.8272e-01,1.2901e-03,1.7555e-04
1.0463e+00,6.2207e-03,-6.8266e-01,1.2899e-03,1.7550e-04
1.0500e+00,6.2875e-03,-6.8260e-01,1.2898e-03,1.7546e-04
1.0538e+00,6.3548e-03,-6.8254e-01,1.2897e-03,1.7541e-04
1.0575e+00,6.4225e-03,-6.8248e-01,1.2896e-03,1.7537e-04
1.0613e+00,6.4907e-03,-6.8241e-01,1.2894e-03,1.7532e-04
1.0650e+00,6.5594e-03,-6.8235e-01,1.2893e-03,1.7528e-04
1.0688e+00,6.6285e-03,-6.8229e-01,1.2892e-03,1.7523e-04
1.0725e+00,6.6981e-03,-6.8223e-01,1.2891e-03,1.7519e-04
1.0763e+00,6.7683e-03,-6.8217e-01,1.2890e-03,1.7514e-04
1.0800e+00,6.8389e-03,-6.8210e-01,1.2888e-03,1.7510e-04
1.0838e+00,6.9099e-03,-6.8204e-01,1.2887e-03,1.7505e-04
1.0875e+00,6.9815e-03,-6.8198e-01,1.2886e-03,1.7500e-04
1.0913e+00,7.0536e-03,-6.8192e-01,1.2884e-03,1.7496e-04
1.0950e+00,7.1261e-03,-6.8185e-01,1.2883e-03,1.7491e-04
1.0988e+00,7.1992e-03,-6.8179e-01,1.2882e-03,1.7487e-04
1.1025e+00,7.2727e-03,-6.8172e-01,1.2881e-03,1.7482e-04
1.1063e+00,7.3467e-03,-6.8166e-01,1.2879e-03,1.7477e-04
