r,m,nu,rho,P
9.9000e-01,6.0364e-03,-7.2839e-01,1.4778e-03,2.2040e-04
9.9375e-01,6.1049e-03,-7.2833e-01,1.4776e-03,2.2034e-04
9.9750e-01,6.1740e-03,-7.2826e-01,1.4775e-03,2.2028e-04
1.0013e+00,6.2435e-03,-7.2819e-01,1.4773e-03,2.2022e-04
1.0050e+00,6.3135e-03,-7.2812e-01,1.4772e-03,2.2016e-04
1.0088e+00,6.3841e-03,-7.2805e-01,1.4770e-03,2.2011e-04
1.0125e+00,6.4552e-03,-7.2798e-01,1.4769e-03,2.2005e-04
1.0163e+00,6.5268e-03,-7.2791e-01,1.4768e-03,2.1999e-04
1.0200e+00,6.5989e-03,-7.2784e-01,1.4766e-03,2.1993e-04
1.0238e+00,6.6716e-03,-7.2777e-01,1.4765e-03,2.1987e-04
1.0275e+00,6.7448e-03,-7.2770e-01,1.4763e-03,2.1981e-04
1.0313e+00,6.8185e-03,-7.2763e-01,1.4762e-03,2.1975e-04
1.0350e+00,6.8927e-03,-7.2756e-01,1.4760e-03,2.1969e-04
1.0388e+00,6.9675e-03,-7.2749e-01,1.4759e-03,2.1963e-04
1.0425e+00,7.0428e-03,-7.2742e-01,1.4757e-03,2.1957e-04
1.0463e+00,7.1187e-03,-7.2735e-01,1.4756e-03,2.1951e-04
1.0500e+00,7.1951e-03,-7.2728e-01,1.4754e-03,2.1945e-04
1.0538e+00,7.2720e-03,-7.2721e-01,1.4753e-03,2.1939e-04
1.0575e+00,7.3494e-03,-7.2714e-01,1.4751e-03,2.1933e-04
1.0613e+00,7.4275e-03,-7.2706e-01,1.4750e-03,2.1927e-04
1.0650e+00,7.5060e-03,-7.2699e-01,1.4748e-03,2.1921e-04
1.0688e+00,7.5851e-03,-7.2692e-01,1.4747e-03,2.1914e-04
1.0725e+00,7.6648e-03,-7.2685e-01,1.4745e-03,2.1908e-04
1.0763e+00,7.7450e-03,-7.2677e-01,1.4744e-03,2.1902e-04
1.0800e+00,7.8257e-03,-7.2670e-01,1.4742e-03,2.1896e-04
1.0838e+00,7.9070e-03,-7.2662e-01,1.4741e-03,2.1890e-04
1.0875e+00,7.9889e-03,-7.2655e-01,1.4739e-03,2.1883e-04
1.0913e+00,8.0713e-03,-7.2648e-01,1.4738e-03,2.1877e-04
1.0950e+00,8.1543e-03,-7.2640e-01,1.4736e-03,2.1871e-04
1.0988e+00,8.2378e-03,-7.2633e-01,1.4734e-03,2.1864e-04
1.1025e+00,8.3220e-03,-7.2625e-01,1.4733e-03,2.1858e-04
1.1063e+00,8.4066e-03,-7.2618e-01,1.4731e-03,2.1852e-04
1.1100e+00,8.4919e-03,-7.2610e-01,1.4730e-03,2.1845e-04
1.1138e+00,8.5777e-03,-7.2602e-01,1.4728e-03,2.1839e-04
1.1175e+00,8.6640e-03,-7.2595e-01,1.4727e-03,2.1832e-04
1.1213e+00,8.7510e-03,-7.2587e-01,1.4725e-03,2.1826e-04
1.1250e+00,8.8385e-03,-7.2580e-01,1.4723e-03,2.1820e-04
