r,m,nu,rho,P
1.1025e+00,1.0836e-02,-8.3625e-01,1.9180e-03,3.5126e-04
1.1063e+00,1.0946e-02,-8.3615e-01,1.9178e-03,3.5114e-04
1.1100e+00,1.1057e-02,-8.3604e-01,1.9176e-03,3.5102e-04
1.1138e+00,1.1169e-02,-8.3594e-01,1.9174e-03,3.5090e-04
1.1175e+00,1.1281e-02,-8.3583e-01,1.9172e-03,3.5078e-04
1.1213e+00,1.1395e-02,-8.3572e-01,1.9169e-03,3.5066e-04
1.1250e+00,1.1509e-02,-8.3562e-01,1.9167e-03,3.5054e-04
1.1287e+00,1.1623e-02,-8.3551e-01,1.9165e-03,3.5041e-04
1.1325e+00,1.1739e-02,-8.3540e-01,1.9163e-03,3.5029e-04
1.1362e+00,1.1855e-02,-8.3529e-01,1.9161e-03,3.5017e-04
1.1400e+00,1.1972e-02,-8.3518e-01,1.9159e-03,3.5005e-04
1.1437e+00,1.2090e-02,-8.3507e-01,1.9157e-03,3.4992e-04
1.1475e+00,1.2208e-02,-8.3496e-01,1.9154e-03,3.4980e-04
1.1512e+00,1.2327e-02,-8.3485e-01,1.9152e-03,3.4967e-04
1.1550e+00,1.2447e-02,-8.3474e-01,1.9150e-03,3.4955e-04
1.1587e+00,1.2568e-02,-8.3463e-01,1.9148e-03,3.4942e-04
1.1625e+00,1.2690e-02,-8.3452e-01,1.9145e-03,3.4930e-04
1.1662e+00,1.2812e-02,-8.3441e-01,1.9143e-03,3.4917e-04
1.1700e+00,1.2935e-02,-8.3430e-01,1.9141e-03,3.4905e-04
1.1737e+00,1.3059e-02,-8.3419e-01,1.9139e-03,3.4892e-04
1.1775e+00,1.3183e-02,-8.3408e-01,1.9137e-03,3.4879e-04
1.1812e+00,1.3309e-02,-8.3396e-01,1.9134e-03,3.4866e-04
1.1850e+00,1.3435e-02,-8.3385e-01,1.9132e-03,3.4854e-04
1.1887e+00,1.3562e-02,-8.3374e-01,1.9130e-03,3.4841e-04
1.1925e+00,1.3690e-02,-8.3362e-01,1.9127e-03,3.4828e-04
1.1962e+00,1.3818e-02,-8.3351e-01,1.9125e-03,3.4815e-04
1.2000e+00,1.3948e-02,-8.3339e-01,1.9123e-03,3.4802e-04
1.2037e+00,1.4078e-02,-8.3328e-01,1.9121e-03,3.4789e-04
1.2075e+00,1.4209e-02,-8.3316e-01,1.9118e-03,3.4776e-04
1.2112e+00,1.4341e-02,-8.3305e-01,1.9116e-03,3.4763e-04
1.2150e+00,1.4473e-02,-8.3293e-01,1.9114e-03,3.4750e-04
1.2187e+00,1.4607e-02,-8.3282e-01,1.9111e-03,3.4737e-04
1.2225e+00,1.4741e-02,-8.3270e-01,1.9109e-03,3.4724e-04
1.2262e+00,1.4876e-02,-8.3258e-01,1.9107e-03,3.4710e-04
1.2300e+00,1.5012e-02,-8.3246e-01,1.9104e-03,3.4697e-04
1.2337e+00,1.5148e-02,-8.3235e-01,1.9102e-03,3.4684e-04
1.2375e+00,1.5286e-02,-8.3223e-01,1.9100e-03,3.4671e-04
1.2412e+00,1.5424e-02,-8.3211e-01,1.9097e-03,3.4657e-04
1.2450e+00,1.5563e-02,-8.3199e-01,1.9095e-03,3.4644e-04
1.2487e+00,1.5703e-02,-8.3187e-01,1.9092e-03,3.4630e-04
1.2525e+00,1.5843e-02,-8.3175e-01,1.9090e-03,3.4617e-04
1.2562e+00,1.5985e-02,-8.3163e-01,1.9088e-03,3.4603e-04
1.2600e+00,1.6127e-02,-8.3151e-01,1.9085e-03,3.4590e-04
1.2637e+00,1.6271e-02,-8.3139e-01,1.9083e-03,3.4576e-04
1.2675e+00,1.6415e-02,-8.3127e-01,1.9080e-03,3.4563e-04
1.2712e+00,1.6560e-02,-8.3115e-01,1.9078e-03,3.4549e-04
