r,m,nu,rho,P
7.4250e-01,1.6868e-03,-5.9176e-01,9.8102e-04,1.0944e-04
7.4625e-01,1.7124e-03,-5.9173e-01,9.8096e-04,1.0942e-04
7.5000e-01,1.7383e-03,-5.9170e-01,9.8089e-04,1.0940e-04
7.5375e-01,1.7644e-03,-5.9167e-01,9.8082e-04,1.0939e-04
7.5750e-01,1.7908e-03,-5.9164e-01,9.8075e-04,1.0937e-04
7.6125e-01,1.8175e-03,-5.9160e-01,9.8068e-04,1.0935e-04
7.6500e-01,1.8444e-03,-5.9157e-01,9.8060e-04,1.0934e-04
7.6875e-01,1.8716e-03,-5.9154e-01,9.8053e-04,1.0932e-04
7.7250e-01,1.8990e-03,-5.9151e-01,9.8046e-04,1.0930e-04
7.7625e-01,1.9267e-03,-5.9148e-01,9.8039e-04,1.0928e-04
7.8000e-01,1.9547e-03,-5.9144e-01,9.8032e-04,1.0927e-04
7.8375e-01,1.9829e-03,-5.9141e-01,9.8024e-04,1.0925e-04
7.8750e-01,2.0114e-03,-5.9138e-01,9.8017e-04,1.0923e-04
7.9125e-01,2.0402e-03,-5.9135e-01,9.8010e-04,1.0921e-04
7.9500e-01,2.0693e-03,-5.9131e-01,9.8003e-04,1.0920e-04
7.9875e-01,2.0986e-03,-5.9128e-01,9.7995e-04,1.0918e-04
8.0250e-01,2.1282e-03,-5.9125e-01,9.7988e-04,1.0916e-04
8.0625e-01,2.1581e-03,-5.9121e-01,9.7980e-04,1.0914e-04
8.1000e-01,2.1882e-03,-5.9118e-01,9.7973e-04,1.0912e-04
8.1375e-01,2.2186e-03,-5.9115e-01,9.7965e-04,1.0910e-04
8.1750e-01,2.2493e-03,-5.9111e-01,9.7958e-04,1.0909e-04
8.2125e-01,2.2803e-03,-5.9108e-01,9.7950e-04,1.0907e-04
8.2500e-01,2.3116e-03,-5.9105e-01,9.7942e-04,1.0905e-04
8.2875e-01,2.3432e-03,-5.9101e-01,9.7935e-04,1.0903e-04
8.3250e-01,2.3750e-03,-5.9098e-01,9.7927e-04,1.0901e-04
8.3625e-01,2.4071e-03,-5.9094e-01,9.7919e-04,1.0899e-04
8.4000e-01,2.4395e-03,-5.9091e-01,9.7912e-04,1.0897e-04
8.4375e-01,2.4722e-03,-5.9087e-01,9.7904e-04,1.0896e-04
8.4750e-01,2.5052e-03,-5.9084e-01,9.7896e-04,1.0894e-04
8.5125e-01,2.5385e-03,-5.9080e-01,9.7888e-04,1.0892e-04
8.5500e-01,2.5721e-03,-5.9077e-01,9.7880e-04,1.0890e-04
8.5875e-01,2.6059e-03,-5.9073e-01,9.7872e-04,1.0888e-04
8.6250e-01,2.6401e-03,-5.9070e-01,9.7864e-04,1.0886e-04
8.6625e-01,2.6746e-03,-5.9066e-01,9.7856e-04,1.0884e-04
