a,b,rho,P
776,776,1.82E+13,3.29E+31
777,777,1.85E+13,3.37E+31
778,778,1.88E+13,3.45E+31
779,779,1.92E+13,3.54E+31
780,780,1.95E+13,3.62E+31
781,781,1.98E+13,3.71E+31
782,782,2.02E+13,3.79E+31
783,783,2.05E+13,3.88E+31
784,784,2.08E+13,3.96E+31
785,785,2.12E+13,4.05E+31
786,786,2.15E+13,4.13E+31
787,787,2.19E+13,4.22E+31
788,788,2.22E+13,4.31E+31
789,789,2.25E+13,4.40E+31
790,790,2.29E+13,4.48E+31
791,791,2.32E+13,4.57E+31
792,792,2.35E+13,4.66E+31
793,793,2.39E+13,4.75E+31
794,794,2.42E+13,4.84E+31
795,795,2.46E+13,4.93E+31
796,796,2.49E+13,5.02E+31
797,797,2.52E+13,5.11E+31
798,798,2.56E+13,5.20E+31
799,799,2.59E+13,5.29E+31
800,800,2.62E+13,5.39E+31
801,801,2.66E+13,5.48E+31
802,802,2.69E+13,5.57E+31
803,803,2.72E+13,5.66E+31
804,804,2.76E+13,5.76E+31
805,805,2.79E+13,5.85E+31
806,806,2.83E+13,5.95E+31
807,807,2.86E+13,6.04E+31
808,808,2.89E+13,6.14E+31
809,809,2.93E+13,6.23E+31
810,810,2.96E+13,6.33E+31
811,811,2.99E+13,6.42E+31
812,812,3.03E+13,6.52E+31
813,813,3.06E+13,6.61E+31
814,814,3.10E+13,6.71E+31
815,815,3.13E+13,6.81E+31
816,816,3.16E+13,6.90E+31
817,817,3.20E+13,7.00E+31
818,818,3.23E+13,7.10E+31
819,819,3.26E+13,7.20E+31
820,820,3.30E+13,7.30E+31
821,821,3.33E+13,7.40E+31
822,822,3.37E+13,7.49E+31
823,823,3.40E+13,7.59E+31
824,824,3.43E+13,7.69E+31
825,825,3.47E+13,7.79E+31
826,826,3.50E+13,7.89E+31
827,827,3.53E+13,8.00E+31
828,828,3.57E+13,8.10E+31
829,829,3.60E+13,8.20E+31
830,830,3.64E+13,8.30E+31
831,831,3.67E+13,8.40E+31
832,832,3.70E+13,8.50E+31
833,833,3.74E+13,8.61E+31
834,834,3.77E+13,8.71E+31
835,835,3.80E+13,8.81E+31
836,836,3.84E+13,8.91E+31
837,837,3.87E+13,9.02E+31
838,838,3.91E+13,9.12E+31
839,839,3.94E+13,9.23E+31
840,840,3.97E+13,9.33E+31
841,841,4.01E+13,9.43E+31
842,842,4.04E+13,9.54E+31
843,843,4.08E+13,9.67E+31
844,844,4.25E+13,1.02E+32
845,845,4.42E+13,1.07E+32
846,846,4.59E+13,1.13E+32
847,847,4.76E+13,1.18E+32
848,848,4.93E+13,1.24E+32
849,849,5.10E+13,1.30E+32
850,850,5.27E+13,1.35E+32
851,851,5.43E+13,1.41E+32
852,852,5.60E+13,1.47E+32
853,853,5.77E+13,1.53E+32
854,854,5.94E+13,1.59E+32
855,855,6.11E+13,1.65E+32
856,856,6.28E+13,1.71E+32
857,857,6.45E+13,1.78E+32
858,858,6.62E+13,1.84E+32
859,859,6.79E+13,1.91E+32
860,860,6.96E+13,1.97E+32
861,861,7.12E+13,2.04E+32
862,862,7.29E+13,2.11E+32
863,863,7.46E+13,2.17E+32
864,864,7.63E+13,2.24E+32
865,865,7.80E+13,2.31E+32
866,866,7.97E+13,2.38E+32
867,867,8.14E+13,2.46E+32
868,868,8.31E+13,2.53E+32
869,869,8.48E+13,2.61E+32
870,870,8.65E+13,2.68E+32
871,871,8.82E+13,2.76E+32
872,872,8.99E+13,2.84E+32
873,873,9.16E+13,2.92E+32
874,874,9.33E+13,3.00E+32
875,875,9.49E+13,3.08E+32
876,876,9.66E+13,3.16E+32
877,877,9.83E+13,3.25E+32
878,878,1.00E+14,3.33E+32
879,879,1.02E+14,3.42E+32
880,880,1.03E+14,3.51E+32
881,881,1.05E+14,3.60E+32
882,882,1.07E+14,3.69E+32
883,883,1.09E+14,3.79E+32
884,884,1.10E+14,3.88E+32
885,885,1.12E+14,3.98E+32
886,886,1.14E+14,4.08E+32
887,887,1.15E+14,4.17E+32
888,888,1.17E+14,4.28E+32
889,889,1.19E+14,4.38E+32
890,890,1.20E+14,4.48E+32
891,891,1.22E+14,4.59E+32
892,892,1.24E+14,4.69E+32
893,893,1.25E+14,4.80E+32
894,894,1.27E+14,4.90E+32
895,895,1.28E+14,4.98E+32
896,896,1.29E+14,5.00E+32
897,897,1.36E+14,5.44E+32
898,898,1.41E+14,5.66E+32
899,899,1.42E+14,5.70E+32
900,900,1.43E+14,5.74E+32
901,901,1.44E+14,5.80E+32
902,902,1.44E+14,5.85E+32
903,903,1.46E+14,6.00E+32
904,904,1.48E+14,6.16E+32
905,905,1.50E+14,6.32E+32
906,906,1.51E+14,6.49E+32
907,907,1.53E+14,6.66E+32
908,908,1.55E+14,6.84E+32
909,909,1.56E+14,7.02E+32
910,910,1.57E+14,7.06E+32
911,911,1.58E+14,7.24E+32
912,912,1.60E+14,7.43E+32
913,913,1.62E+14,7.62E+32
914,914,1.64E+14,7.82E+32
915,915,1.65E+14,8.02E+32
916,916,1.67E+14,8.23E+32
917,917,1.69E+14,8.44E+32
918,918,1.70E+14,8.65E+32
919,919,1.72E+14,8.88E+32
920,920,1.74E+14,9.10E+32
921,921,1.75E+14,9.33E+32
922,922,1.77E+14,9.57E+32
923,923,1.79E+14,9.81E+32
924,924,1.81E+14,1.01E+33
925,925,1.82E+14,1.03E+33
926,926,1.84E+14,1.06E+33
927,927,1.86E+14,1.08E+33
928,928,1.87E+14,1.11E+33
929,929,1.89E+14,1.14E+33
930,930,1.91E+14,1.16E+33
931,931,1.92E+14,1.19E+33
932,932,1.94E+14,1.22E+33
933,933,1.96E+14,1.25E+33
934,934,1.98E+14,1.28E+33
935,935,1.99E+14,1.31E+33
936,936,2.01E+14,1.34E+33
937,937,2.03E+14,1.37E+33
938,938,2.04E+14,1.41E+33
939,939,2.06E+14,1.44E+33
940,940,2.08E+14,1.47E+33
941,941,2.25E+14,1.83E+33
942,942,2.42E+14,2.26E+33
943,943,2.59E+14,2.77E+33
944,944,2.76E+14,3.35E+33
945,945,2.93E+14,4.03E+33
946,946,3.11E+14,4.80E+33
947,947,3.28E+14,5.68E+33
948,948,3.45E+14,6.67E+33
949,949,3.63E+14,7.78E+33
950,950,3.80E+14,9.02E+33
951,951,3.98E+14,1.04E+34
952,952,4.16E+14,1.19E+34
953,953,4.33E+14,1.35E+34
954,954,4.51E+14,1.53E+34
955,955,4.69E+14,1.73E+34
956,956,4.87E+14,1.94E+34
957,957,5.05E+14,2.17E+34
958,958,5.23E+14,2.42E+34
959,959,5.41E+14,2.69E+34
960,960,5.60E+14,2.98E+34
961,961,5.78E+14,3.28E+34
962,962,5.97E+14,3.61E+34
963,963,6.15E+14,3.96E+34
964,964,6.34E+14,4.33E+34
965,965,6.53E+14,4.72E+34
966,966,6.72E+14,5.13E+34
967,967,6.91E+14,5.57E+34
968,968,7.10E+14,6.04E+34
969,969,7.30E+14,6.53E+34
970,970,7.49E+14,7.04E+34
971,971,7.69E+14,7.58E+34
972,972,7.89E+14,8.15E+34
973,973,8.09E+14,8.75E+34
974,974,8.29E+14,9.37E+34
975,975,8.49E+14,1.00E+35
976,976,8.69E+14,1.07E+35
977,977,8.90E+14,1.14E+35
978,978,9.11E+14,1.22E+35
979,979,9.32E+14,1.29E+35
980,980,9.53E+14,1.38E+35
981,981,9.74E+14,1.46E+35
982,982,9.95E+14,1.55E+35
983,983,1.02E+15,1.64E+35
984,984,1.04E+15,1.73E+35
985,985,1.06E+15,1.83E+35
986,986,1.08E+15,1.93E+35
987,987,1.11E+15,2.04E+35
988,988,1.13E+15,2.15E+35
989,989,1.15E+15,2.26E+35
990,990,1.17E+15,2.38E+35
991,991,1.20E+15,2.50E+35
992,992,1.22E+15,2.62E+35
993,993,1.24E+15,2.75E+35
994,994,1.27E+15,2.88E+35
995,995,1.29E+15,3.02E+35
996,996,1.32E+15,3.16E+35
997,997,1.34E+15,3.30E+35
998,998,1.37E+15,3.45E+35
999,999,1.39E+15,3.61E+35
1000,1000,1.42E+15,3.76E+35
1001,1001,1.44E+15,3.93E+35
1002,1002,1.47E+15,4.10E+35
1003,1003,1.49E+15,4.27E+35
1004,1004,1.52E+15,4.44E+35
1005,1005,1.55E+15,4.62E+35
1006,1006,1.57E+15,4.81E+35
1007,1007,1.60E+15,5.00E+35
1008,1008,1.63E+15,5.20E+35
1009,1009,1.65E+15,5.40E+35
1010,1010,1.68E+15,5.60E+35
1011,1011,1.71E+15,5.81E+35
1012,1012,1.74E+15,6.03E+35
1013,1013,1.77E+15,6.25E+35
1014,1014,1.80E+15,6.48E+35
1015,1015,1.83E+15,6.71E+35
1016,1016,1.86E+15,6.95E+35
1017,1017,1.89E+15,7.19E+35
1018,1018,1.92E+15,7.44E+35
1019,1019,1.95E+15,7.69E+35
1020,1020,1.98E+15,7.95E+35
1021,1021,2.01E+15,8.21E+35
1022,1022,2.04E+15,8.48E+35
1023,1023,2.07E+15,8.76E+35
1024,1024,2.10E+15,9.04E+35
1025,1025,2.14E+15,9.32E+35
1026,1026,2.17E+15,9.62E+35
1027,1027,2.20E+15,9.91E+35
1028,1028,2.24E+15,1.02E+36
1029,1029,2.27E+15,1.05E+36
1030,1030,2.30E+15,1.08E+36
1031,1031,2.34E+15,1.11E+36
1032,1032,2.37E+15,1.14E+36
1033,1033,2.41E+15,1.18E+36
1034,1034,2.44E+15,1.21E+36
1035,1035,2.48E+15,1.24E+36
1036,1036,2.52E+15,1.27E+36
1037,1037,2.55E+15,1.31E+36
1038,1038,2.59E+15,1.34E+36
1039,1039,2.63E+15,1.37E+36
1040,1040,2.67E+15,1.41E+36
1041,1041,2.70E+15,1.44E+36
1042,1042,2.74E+15,1.48E+36
1043,1043,2.78E+15,1.51E+36
1044,1044,2.82E+15,1.55E+36
1045,1045,2.86E+15,1.58E+36
1046,1046,2.90E+15,1.62E+36
1047,1047,2.94E+15,1.65E+36
1048,1048,2.98E+15,1.69E+36
1049,1049,3.02E+15,1.73E+36
1050,1050,3.06E+15,1.77E+36
1051,1051,3.11E+15,1.80E+36
1052,1052,3.15E+15,1.84E+36
1053,1053,3.19E+15,1.88E+36
1054,1054,3.24E+15,1.92E+36
1055,1055,3.28E+15,1.96E+36
1056,1056,3.32E+15,2.00E+36
1057,1057,3.37E+15,2.04E+36
1058,1058,3.41E+15,2.08E+36
1059,1059,3.46E+15,2.12E+36
1060,1060,3.50E+15,2.16E+36
1061,1061,3.55E+15,2.20E+36
1062,1062,3.60E+15,2.24E+36
1063,1063,3.64E+15,2.29E+36
1064,1064,3.69E+15,2.33E+36
1065,1065,3.74E+15,2.37E+36
1066,1066,3.79E+15,2.42E+36
1067,1067,3.84E+15,2.46E+36
1068,1068,3.89E+15,2.51E+36
1069,1069,3.94E+15,2.55E+36
1070,1070,3.99E+15,2.60E+36
1071,1071,4.04E+15,2.64E+36
1072,1072,4.09E+15,2.69E+36
1073,1073,4.14E+15,2.73E+36
1074,1074,4.19E+15,2.78E+36
1075,1075,4.25E+15,2.83E+36
1076,1076,4.30E+15,2.88E+36
1077,1077,4.35E+15,2.92E+36
1078,1078,4.41E+15,2.97E+36
1079,1079,4.46E+15,3.02E+36
1080,1080,4.52E+15,3.07E+36
1081,1081,4.57E+15,3.12E+36
1082,1082,4.63E+15,3.17E+36
1083,1083,4.69E+15,3.22E+36
1084,1084,4.74E+15,3.27E+36
1085,1085,4.80E+15,3.33E+36
1086,1086,4.86E+15,3.38E+36
1087,1087,4.92E+15,3.43E+36
1088,1088,4.98E+15,3.48E+36
1089,1089,5.04E+15,3.54E+36
1090,1090,5.10E+15,3.59E+36
1091,1091,5.16E+15,3.65E+36
1092,1092,5.22E+15,3.70E+36
1093,1093,5.28E+15,3.76E+36
1094,1094,5.34E+15,3.81E+36
1095,1095,5.40E+15,3.87E+36
1096,1096,5.47E+15,3.92E+36
1097,1097,5.53E+15,3.98E+36
1098,1098,5.59E+15,4.04E+36
1099,1099,5.66E+15,4.10E+36
1100,1100,5.72E+15,4.16E+36
1101,1101,5.79E+15,4.22E+36
1102,1102,5.86E+15,4.27E+36
1103,1103,5.92E+15,4.33E+36
1104,1104,5.99E+15,4.40E+36
1105,1105,6.06E+15,4.46E+36
1106,1106,6.13E+15,4.52E+36
1107,1107,6.20E+15,4.58E+36
1108,1108,6.27E+15,4.64E+36
1109,1109,6.34E+15,4.71E+36
1110,1110,6.41E+15,4.77E+36
1111,1111,6.48E+15,4.83E+36
1112,1112,6.55E+15,4.90E+36
1113,1113,6.62E+15,4.96E+36
1114,1114,6.69E+15,5.03E+36
1115,1115,6.77E+15,5.09E+36
1116,1116,6.84E+15,5.16E+36
1117,1117,6.92E+15,5.23E+36
1118,1118,6.99E+15,5.30E+36
1119,1119,7.07E+15,5.36E+36
1120,1120,7.14E+15,5.43E+36
1121,1121,7.22E+15,5.50E+36
1122,1122,7.30E+15,5.57E+36
1123,1123,7.38E+15,5.64E+36
1124,1124,7.46E+15,5.71E+36
1125,1125,7.53E+15,5.78E+36
1126,1126,7.61E+15,5.85E+36
1127,1127,7.69E+15,5.93E+36
1128,1128,7.78E+15,6.00E+36
1129,1129,7.86E+15,6.07E+36
1130,1130,7.94E+15,6.15E+36
1131,1131,8.02E+15,6.22E+36
1132,1132,8.11E+15,6.30E+36
1133,1133,8.19E+15,6.37E+36
1134,1134,8.27E+15,6.45E+36
1135,1135,8.36E+15,6.52E+36
1136,1136,8.45E+15,6.60E+36
1137,1137,8.53E+15,6.68E+36
1138,1138,8.62E+15,6.76E+36
1139,1139,8.71E+15,6.84E+36
1140,1140,8.79E+15,6.92E+36
1141,1141,8.88E+15,7.00E+36
1142,1142,8.97E+15,7.08E+36
1143,1143,9.06E+15,7.16E+36
1144,1144,9.15E+15,7.24E+36
1145,1145,9.24E+15,7.32E+36
1146,1146,9.34E+15,7.40E+36
1147,1147,9.43E+15,7.49E+36
1148,1148,9.52E+15,7.57E+36
1149,1149,9.62E+15,7.65E+36
1150,1150,9.71E+15,7.74E+36
1151,1151,9.81E+15,7.82E+36
1152,1152,9.90E+15,7.91E+36
1153,1153,1.00E+16,8.00E+36
1154,1154,1.01E+16,8.08E+36
1155,1155,1.02E+16,8.17E+36
1156,1156,1.03E+16,8.26E+36
1157,1157,1.04E+16,8.35E+36
1158,1158,1.05E+16,8.44E+36
1159,1159,1.06E+16,8.53E+36
1160,1160,1.07E+16,8.62E+36
1161,1161,1.08E+16,8.71E+36
1162,1162,1.09E+16,8.80E+36
1163,1163,1.10E+16,8.90E+36
1164,1164,1.11E+16,8.99E+36
1165,1165,1.12E+16,9.08E+36
1166,1166,1.13E+16,9.18E+36
1167,1167,1.14E+16,9.27E+36
1168,1168,1.15E+16,9.37E+36
1169,1169,1.16E+16,9.47E+36
1170,1170,1.17E+16,9.56E+36
1171,1171,1.18E+16,9.66E+36
1172,1172,1.20E+16,9.76E+36
1173,1173,1.21E+16,9.86E+36
1174,1174,1.22E+16,9.96E+36
1175,1175,1.23E+16,1.01E+37
1176,1176,1.24E+16,1.02E+37
1177,1177,1.25E+16,1.03E+37
1178,1178,1.26E+16,1.04E+37
1179,1179,1.27E+16,1.05E+37
1180,1180,1.29E+16,1.06E+37
1181,1181,1.30E+16,1.07E+37
1182,1182,1.31E+16,1.08E+37
1183,1183,1.32E+16,1.09E+37
1184,1184,1.33E+16,1.10E+37
1185,1185,1.34E+16,1.11E+37
1186,1186,1.36E+16,1.12E+37
1187,1187,1.37E+16,1.13E+37
1188,1188,1.38E+16,1.14E+37
1189,1189,1.39E+16,1.15E+37
1190,1190,1.40E+16,1.16E+37
1191,1191,1.42E+16,1.17E+37
1192,1192,1.43E+16,1.18E+37
1193,1193,1.44E+16,1.20E+37
1194,1194,1.45E+16,1.21E+37
1195,1195,1.47E+16,1.22E+37
1196,1196,1.48E+16,1.23E+37
1197,1197,1.49E+16,1.24E+37
1198,1198,1.50E+16,1.25E+37
1199,1199,1.52E+16,1.26E+37
1200,1200,1.53E+16,1.28E+37
1201,1201,1.54E+16,1.29E+37
1202,1202,1.56E+16,1.30E+37
1203,1203,1.57E+16,1.31E+37
1204,1204,1.58E+16,1.32E+37
1205,1205,1.60E+16,1.33E+37
1206,1206,1.61E+16,1.35E+37
1207,1207,1.62E+16,1.36E+37
1208,1208,1.64E+16,1.37E+37
1209,1209,1.65E+16,1.38E+37
1210,1210,1.66E+16,1.40E+37
1211,1211,1.68E+16,1.41E+37
1212,1212,1.69E+16,1.42E+37
1213,1213,1.70E+16,1.43E+37
1214,1214,1.72E+16,1.45E+37
1215,1215,1.73E+16,1.46E+37
1216,1216,1.75E+16,1.47E+37
1217,1217,1.76E+16,1.48E+37
1218,1218,1.77E+16,1.50E+37
1219,1219,1.79E+16,1.51E+37
1220,1220,1.80E+16,1.52E+37
1221,1221,1.82E+16,1.54E+37
1222,1222,1.83E+16,1.55E+37
1223,1223,1.85E+16,1.56E+37
1224,1224,1.86E+16,1.57E+37
1225,1225,1.88E+16,1.59E+37
1226,1226,1.89E+16,1.60E+37
1227,1227,1.91E+16,1.62E+37
1228,1228,2.55E+16,2.20E+37
1229,1229,3.42E+16,2.98E+37
1230,1230,4.58E+16,4.02E+37
1231,1231,6.14E+16,5.42E+37
1232,1232,8.22E+16,7.29E+37
1233,1233,1.10E+17,9.79E+37
1234,1234,1.47E+17,1.32E+38
1235,1235,1.97E+17,1.76E+38
